ID;馬名;頭文字;行;価格
201210;ﾘｳﾞﾚｯﾄﾛｰｻﾞ;ﾘ;ラ;1200
201201;ｱﾌﾀﾇｰﾝﾌﾞﾘｰｽﾞ;ｱ;ア;1200
201206;ﾊﾞﾝﾋﾞｰﾅ;ﾊ;ハ;1200
201204;ﾃﾞｨｰﾌﾟｸﾞﾘｰﾌ;ﾃ;タ;1200
201205;ﾄﾗｲﾐｰ;ﾄ;タ;1200
201202;ｼｭｶﾞｰｵﾝﾐｰ;ｼ;サ;1200
201203;ｽｷｯﾌﾟﾌﾛｱ;ｽ;サ;1200
201209;ﾎﾜｲﾄﾘｶｰ;ﾎ;ハ;1200
201208;ﾌﾟﾘﾑ;ﾌ;ハ;1200
201301;ﾁｰｽﾞｽﾄﾛｰ;ﾁ;タ;1300
201302;ﾏﾙﾁﾅｽｺｰﾄ;ﾏ;マ;1300
201406;ｼﾝﾃﾞﾚﾗﾘﾊﾞﾃｨ;ｼ;サ;1400
201403;ｷﾘﾀﾝﾎﾟ;ｷ;カ;1400
201401;ｳｲｽｷｰﾎﾞﾝﾎﾞﾝ;ｳ;ア;1400
201408;ｽｷｬｯﾄﾙﾙ;ｽ;サ;1400
201405;ｼｯﾎﾟﾅ;ｼ;サ;1400
201409;ﾚｲﾝﾎﾞｰﾄﾞﾚｽ;ﾚ;ラ;1400
201402;ｴﾝｼﾞｪﾙｳｲﾝｸ;ｴ;ア;1400
201407;ｼﾞｭﾑﾚﾌﾟﾗｯｾ;ｼ;サ;1400
201404;ｷﾞｬﾗﾝﾃｨﾌﾘｰ;ｷ;カ;1400
201502;ﾃｨﾝｶｰﾍﾞﾙ;ﾃ;タ;1500
201503;ﾒﾘｰｺﾞｰﾗﾝﾄﾞ;ﾒ;マ;1500
201501;ｲﾝﾌﾗﾚｯﾄﾞﾚｲ;ｲ;ア;1500
201609;ﾕﾐｻﾔｶ;ﾕ;ヤ;1600
201601;ｶｼｭｰﾅｯﾂ;ｶ;カ;1600
201603;ｼｰﾃﾞｨｰﾄﾞﾗｲﾌﾞ;ｼ;サ;1600
201604;ﾀｲﾄｽｶｰﾄ;ﾀ;タ;1600
201610;ﾘｿﾞｰﾄﾏﾝｼｮﾝ;ﾘ;ラ;1600
201608;ﾐｽﾌｫﾄｼﾞｪﾆｯｸ;ﾐ;マ;1600
201611;ﾘﾘｰﾍﾟｶﾞｻｽ;ﾘ;ラ;1600
201607;ﾐｶｴﾘﾋﾞｼﾞﾝ;ﾐ;マ;1600
201605;ﾍﾞﾙｷﾞｰﾁｺﾘ;ﾍ;ハ;1600
201606;ﾎﾟｹｯﾄﾏﾈｰ;ﾎ;ハ;1600
201602;ｺﾛﾎﾟｯｸﾙ;ｺ;カ;1600
201806;ｻﾝﾄﾞｳｨｯﾁ;ｻ;サ;1800
201813;ﾌﾟﾚｯﾋﾟｰﾙｯｸ;ﾌ;ハ;1800
201812;ﾌｫﾙｸﾛｰﾚ;ﾌ;ハ;1800
201801;ｱｲﾉｺﾘﾄﾞｰ;ｱ;ア;1800
201802;ｵｰﾄｼｯﾋﾟﾝｸﾞ;ｵ;ア;1800
201804;ｵｶﾘﾅ;ｵ;ア;1800
201810;ﾊﾝﾓｯｸ;ﾊ;ハ;1800
201815;ﾏｼﾞｯｸﾅﾝﾊﾞｰ;ﾏ;マ;1800
201808;ﾆｼﾞﾉｴｱﾛﾋﾞ;ﾆ;ナ;1800
201807;ﾅﾝﾌﾞﾌｰﾘﾝ;ﾅ;ナ;1800
201811;ﾊﾟｰﾃｨｰｼﾞｮｰｸ;ﾊ;ハ;1800
201809;ﾇｰﾝﾌﾞﾗｲﾄ;ﾇ;ナ;1800
201803;ｵｰﾄﾞﾊﾟﾙﾌｧﾑ;ｵ;ア;1800
201816;ﾐﾙｷｰﾃｰｽﾄ;ﾐ;マ;1800
201814;ﾏｲﾅｰﾍﾟﾅﾙﾃｨ;ﾏ;マ;1800
201805;ｺｰﾋｰﾙﾝﾊﾞ;ｺ;カ;1800
202005;ｽｲｰﾄﾌﾟﾗｼｰﾎﾞ;ｽ;サ;2000
202003;ｷﾀﾉｵﾄﾞﾘｺ;ｷ;カ;2000
202011;ﾏｲﾅｰﾚｰﾍﾞﾙ;ﾏ;マ;2000
202012;ﾏｷﾉﾊﾐﾝｸﾞ;ﾏ;マ;2000
202014;ﾘﾄｸﾞﾗﾌ;ﾘ;ラ;2000
202001;ｳｫｯｶﾗｲﾑ;ｳ;ア;2000
202010;ﾌﾞﾙｰﾌｫｰｶｽ;ﾌ;ハ;2000
202007;ﾁｷﾁｰﾀ;ﾁ;タ;2000
202004;ｷﾇﾉﾎﾄﾘ;ｷ;カ;2000
202008;ﾃﾞｨﾋﾀｰﾘｰﾍﾞ;ﾃ;タ;2000
202009;ﾆｲｶｯﾌﾟｷﾞｬﾙ;ﾆ;ナ;2000
202002;ｵｰﾏｲﾅﾎﾟﾘﾀﾝ;ｵ;ア;2000
202013;ﾘｽｷｰｶﾞｰﾙ;ﾘ;ラ;2000
202006;ｽﾃｰｼﾞﾏﾏ;ｽ;サ;2000
202206;ﾗﾝﾗﾝｸﾘｯｸ;ﾗ;ラ;2200
202208;ﾜﾝﾓｱﾄﾞﾘﾝｸ;ﾜ;ワ;2200
202207;ﾘﾘｯｸｽﾏｲﾙ;ﾘ;ラ;2200
202204;ﾍﾞｯﾋﾟﾝｷｬﾛﾙ;ﾍ;ハ;2200
202205;ﾒﾛﾃﾞｨｰ;ﾒ;マ;2200
202201;ｽﾘｰｸｯｼｮﾝ;ｽ;サ;2200
202203;ﾋﾟｰﾁﾀｲﾑ;ﾋ;ハ;2200
202202;ﾊﾟﾝﾄﾞﾗ;ﾊ;ハ;2200
202404;ｶﾊﾞﾘｴﾘｴｰﾙ;ｶ;カ;2400
202402;ｲｽﾞﾐﾏｲﾋﾒ;ｲ;ア;2400
202408;ﾌｷﾉﾄｳ;ﾌ;ハ;2400
202401;ｱﾒﾘｶﾝﾅﾃﾞｼｺ;ｱ;ア;2400
202409;ﾌﾟﾘﾝｾｽﾋﾞｽﾁｪ;ﾌ;ハ;2400
202407;ﾊﾞﾆﾃｨｹｰｽ;ﾊ;ハ;2400
202403;ｵﾝﾊﾟﾚｰﾄﾞ;ｵ;ア;2400
202406;ﾀﾞｲﾚｸﾄﾒｰﾙ;ﾀ;タ;2400
202405;ﾀﾏﾉﾎﾘﾃﾞｰ;ﾀ;タ;2400
202502;ｼﾙｴｯﾄｼｬﾄﾞｰ;ｼ;サ;2500
202503;ﾘｯﾌﾟｸﾘｰﾑ;ﾘ;ラ;2500
202501;ｲﾐﾃｰｼｮﾝｺﾞｰﾙﾄﾞ;ｲ;ア;2500
202504;ﾙｰｽﾞｿｯｸｽ;ﾙ;ラ;2500
202604;ﾌﾟﾛﾐｽﾘﾝｸﾞ;ﾌ;ハ;2600
202605;ﾛﾝｸﾞﾊﾞｹｰｼｮﾝ;ﾛ;ラ;2600
202602;ﾅｲﾄｶﾞｽﾊﾟｰﾙ;ﾅ;ナ;2600
202603;ﾌﾞｰｹﾞﾝﾋﾞﾘｱ;ﾌ;ハ;2600
202601;ｸﾞﾘﾝﾋﾟｰｽ;ｸ;カ;2600
202803;ｶﾅﾃﾞｨｱﾝｸﾗﾌﾞ;ｶ;カ;2800
202808;ﾉｸﾀﾝﾋﾞｭｰﾙ;ﾉ;ナ;2800
202801;ｱﾝﾌﾟﾛﾝﾌﾟﾁｭ;ｱ;ア;2800
202802;ｶｸﾃﾙｸﾞﾗｽ;ｶ;カ;2800
202807;ｼｰｽﾙｰﾙｯｸ;ｼ;サ;2800
202804;ｷﾀｱｶﾈ;ｷ;カ;2800
202806;ｸﾘｽﾁｬﾆｱ;ｸ;カ;2800
202805;ｸｰﾙｵﾍﾟﾚｰﾀｰ;ｸ;カ;2800
203008;ﾄﾞﾘｰﾑﾄｰｸ;ﾄ;タ;3000
203014;ﾛﾝﾄﾞﾝｽﾃｯﾌﾟ;ﾛ;ラ;3000
203009;ﾊﾟｰﾌﾟﾙｴﾁｭｰﾄﾞ;ﾊ;ハ;3000
203011;ﾌﾞﾗｲﾀﾞﾙｴｽﾃ;ﾌ;ハ;3000
203005;ｼｽﾞﾅｲｺﾞｾﾞﾝ;ｼ;サ;3000
203010;ﾊﾟﾉﾆｶ;ﾊ;ハ;3000
203006;ｽﾃｲｳｲｽﾞﾐｰ;ｽ;サ;3000
203012;ﾐｯｼｮﾝｽｸｰﾙ;ﾐ;マ;3000
203001;ｱﾍﾟﾘﾃｨﾌ;ｱ;ア;3000
203013;ﾘｽﾞﾑﾈｲｼｮﾝ;ﾘ;ラ;3000
203007;ﾀｲﾑﾄﾗｲｱﾙ;ﾀ;タ;3000
203003;ｶﾙﾀﾞﾓﾝ;ｶ;カ;3000
203002;ｵｰﾙﾄﾞﾌｧｯｼｮﾝ;ｵ;ア;3000
203004;ｷﾀﾉｽｽﾞｶｾﾞ;ｷ;カ;3000
203204;ｼｮｰﾄｹｰｷ;ｼ;サ;3200
203208;ﾍﾞﾈﾁｱﾝｸﾞﾗｽ;ﾍ;ハ;3200
203201;ｱｽｺｯﾄﾌﾞﾙｰ;ｱ;ア;3200
203206;ﾋﾟｱﾉｿﾅﾀ;ﾋ;ハ;3200
203203;ｵｰﾙｲｽﾞﾗﾌﾞ;ｵ;ア;3200
203205;ｽﾄｰｺﾍﾟｲｶ;ｽ;サ;3200
203209;ﾍﾟｲｽﾞﾘｰ;ﾍ;ハ;3200
203207;ﾌﾞﾙｰｺﾝﾁｪﾙﾄ;ﾌ;ハ;3200
203202;ｲﾒﾙﾀﾞｼｭｰｽﾞ;ｲ;ア;3200
203402;ｸﾗﾑﾁｬｳﾀﾞｰ;ｸ;カ;3400
203403;ｺｰﾗﾙﾚｯﾄﾞ;ｺ;カ;3400
203404;ﾏｰｷｭﾛ;ﾏ;マ;3400
203401;ｴﾙﾌｨﾝ;ｴ;ア;3400
203501;ｷｽﾐｰｸｲｯｸ;ｷ;カ;3500
203502;ﾋﾟｰﾁﾌﾟﾘﾝｾｽ;ﾋ;ハ;3500
203601;ｴﾝｹﾞﾙｽｶﾞｰﾙ;ｴ;ア;3600
203602;ｻﾌﾞﾘﾅｼｭｰｽﾞ;ｻ;サ;3600
203806;ﾎﾞﾝﾏﾙｼｪ;ﾎ;ハ;3800
203801;ｲｴﾝﾀｳﾝ;ｲ;ア;3800
203802;ｶﾓﾌﾗｰｼﾞｭ;ｶ;カ;3800
203805;ﾎﾜｲﾄﾍﾟｯﾊﾟｰ;ﾎ;ハ;3800
203807;ﾚﾃﾞｨｺﾝｸﾞ;ﾚ;ラ;3800
203804;ﾊﾟｰﾙﾎﾜｲﾄ;ﾊ;ハ;3800
203803;ﾃﾞｨﾍﾟﾝﾄﾞｵﾝﾕｰ;ﾃ;タ;3800
204003;ｸﾞﾗﾝﾎｯｸﾞﾃﾞｲ;ｸ;カ;4000
204002;ｶﾘﾌﾗﾜｰ;ｶ;カ;4000
204005;ﾃｸﾉﾎﾟｯﾌﾟ;ﾃ;タ;4000
204006;ﾌﾟﾘﾝｾｽﾃｨｱﾗ;ﾌ;ハ;4000
204004;ｻﾜﾔｶｻﾝｻﾝ;ｻ;サ;4000
204007;ﾏﾉﾝﾚｽｺ;ﾏ;マ;4000
204001;ｱﾝﾆｭｲ;ｱ;ア;4000
204202;ﾛﾝｼｬﾝﾄﾞﾘｰﾑ;ﾛ;ラ;4200
204201;ﾂｶﾞﾙｵﾄﾋﾒ;ﾂ;タ;4200
204402;ﾕｱﾌｪﾐﾆｽﾄ;ﾕ;ヤ;4400
204401;ﾀｯﾁﾐｰ;ﾀ;タ;4400
204604;ﾏｲｾﾚﾅｰﾃﾞ;ﾏ;マ;4600
204602;ﾌﾟﾛﾊﾟﾃｨ;ﾌ;ハ;4600
204601;ﾃﾞﾐﾀｽｶｯﾌﾟ;ﾃ;タ;4600
204603;ﾏｰｶﾞﾚｯﾄﾘﾎﾞﾝ;ﾏ;マ;4600
204801;ｲﾜﾁﾄﾞﾘ;ｲ;ア;4800
204803;ﾊﾞｰﾁｬﾙﾗｯｷｰ;ﾊ;ハ;4800
204802;ｼｰｽﾞﾃﾞﾘｹｰﾄ;ｼ;サ;4800
204804;ﾌｼﾞﾉﾅﾃﾞｼｺ;ﾌ;ハ;4800
204805;ﾐﾝﾄｼﾞｭﾚｯﾌﾟ;ﾐ;マ;4800
205003;ﾅｯｼﾝｳｲｽﾞﾜｲﾝ;ﾅ;ナ;5000
205004;ﾅﾂｺﾀﾞﾁ;ﾅ;ナ;5000
205002;ｿﾝｸﾞﾅﾋﾞｹﾞｰﾀｰ;ｿ;サ;5000
205005;ﾌｫﾄｽｷｬﾅｰ;ﾌ;ハ;5000
205001;ｶｰｿﾙｷｰ;ｶ;カ;5000
205202;ｼﾗﾕｷ;ｼ;サ;5200
205201;ｱｲﾙﾄﾞｩｲｯﾄ;ｱ;ア;5200
205403;ﾎﾞｰｲﾐｰﾂｶﾞｰﾙ;ﾎ;ハ;5400
205401;ｺﾞｰｼﾞｬｽ;ｺ;カ;5400
205402;ﾅﾂﾉﾄﾋﾞﾗ;ﾅ;ナ;5400
205502;ﾋﾟﾝﾅｯﾌﾟｶﾞｰﾙ;ﾋ;ハ;5500
205501;ｱｰﾕｰﾚﾃﾞｨ;ｱ;ア;5500
205602;ﾋﾟｰﾁﾍﾞﾘｰﾆ;ﾋ;ハ;5600
205601;ﾃﾚﾌｫﾝｺｰﾙ;ﾃ;タ;5600
205801;ﾎﾟｹｯﾄﾓﾝﾌﾞﾗﾝ;ﾎ;ハ;5800
205802;ﾘｰﾄﾞｵﾙｶﾞﾝ;ﾘ;ラ;5800
206007;ﾓﾝﾃｶﾙﾛ;ﾓ;マ;6000
206001;ｲﾝﾍﾟﾘｱﾙﾐｽﾄﾚｽ;ｲ;ア;6000
206003;ｾｵﾘｰｵﾌﾞｽﾄﾘﾝｸﾞ;ｾ;サ;6000
206005;ﾏﾘﾘﾝｺｰﾙ;ﾏ;マ;6000
206002;ｶｻﾝﾄﾞﾗｸﾛｽ;ｶ;カ;6000
206004;ﾌﾟﾘﾝｷﾋﾟｱ;ﾌ;ハ;6000
206006;ﾐｯｼﾝｸﾞﾘﾝｸ;ﾐ;マ;6000
206201;ﾆｾｺｱﾝﾇﾌﾟﾘ;ﾆ;ナ;6200
206202;ﾏｼﾞｶﾙｸﾗｯﾌﾟ;ﾏ;マ;6200
206401;ｻﾞｳｱｸﾗｳﾄ;ｻ;サ;6400
206404;ﾋｶﾙﾄﾞﾘｰﾐﾝ;ﾋ;ハ;6400
206403;ｽﾍﾟｱﾐﾝﾄｶﾞﾑ;ｽ;サ;6400
206402;ｼｭｶﾞｰﾚｽｷｬﾝﾃﾞｨ;ｼ;サ;6400
206801;ｶｽｶﾞﾉｽﾐﾚ;ｶ;カ;6800
207009;ﾗｯﾌﾙﾗﾍﾟﾙ;ﾗ;ラ;7000
207006;ｾｸｼｰﾐｭｰｼﾞｯｸ;ｾ;サ;7000
207002;ｴﾄﾋﾟﾘｶ;ｴ;ア;7000
207003;ｻﾏｰｴﾝﾌﾟﾚｽ;ｻ;サ;7000
207007;ﾐﾖﾉﾊｻﾞｸﾗ;ﾐ;マ;7000
207010;ﾗﾌﾞﾌｫｰﾐﾆ;ﾗ;ラ;7000
207008;ﾒｰﾎﾟｰﾙﾀﾞﾝｽ;ﾒ;マ;7000
207001;ｱｰｼﾞｪﾝﾄｽﾃｯﾌﾟ;ｱ;ア;7000
207004;ｻﾛﾝﾄﾞﾎﾞｰﾃ;ｻ;サ;7000
207005;ｼﾞﾌﾟｼｰｸｲｰﾝ;ｼ;サ;7000
207201;ﾐﾛｰﾄﾞﾋﾞｼﾞﾝ;ﾐ;マ;7200
207801;ﾏﾀﾆﾃｨﾄﾞﾚｽ;ﾏ;マ;7800
208003;ﾁｪｯｸﾎﾟｲﾝﾄ;ﾁ;タ;8000
208008;ﾏﾙﾁﾒﾃﾞｨｱ;ﾏ;マ;8000
208002;ｽﾋﾟｶ;ｽ;サ;8000
208006;ﾅﾉﾌﾗｯﾊﾟｰ;ﾅ;ナ;8000
208007;ﾏｲﾊﾋﾟﾈｽ;ﾏ;マ;8000
208005;ﾄﾘｯｸｵｱﾄﾘｰﾄ;ﾄ;タ;8000
208001;ｼｰｻｲﾄﾞｷﾞｬﾗﾘｰ;ｼ;サ;8000
208004;ﾂｼﾞﾉｺﾐﾁ;ﾂ;タ;8000
208201;ﾜｰｸｴﾘｱ;ﾜ;ワ;8200
208402;ﾎﾞﾄﾞﾆｱﾝﾃｨｰｸ;ﾎ;ハ;8400
208401;ﾀﾋﾞｰﾍﾟﾙｼｬ;ﾀ;タ;8400
208601;ﾋﾒﾉﾎﾞﾀﾝ;ﾋ;ハ;8600
208802;ﾄﾞﾗｲﾍﾞﾙﾓｯﾄ;ﾄ;タ;8800
208801;ｱﾛﾏﾃﾗﾋﾟｰ;ｱ;ア;8800
208803;ﾊﾟｲﾄﾞﾊﾟｲﾊﾟｰ;ﾊ;ハ;8800
209004;ﾏｰｹｯﾄﾘｻｰﾁ;ﾏ;マ;9000
209005;ﾐｽﾃﾘｰﾜﾙﾂ;ﾐ;マ;9000
209001;ｺﾝｽﾀﾝﾀﾝ;ｺ;カ;9000
209003;ﾌﾟﾗｲﾑﾀｲﾑ;ﾌ;ハ;9000
209002;ｽｰﾊﾟｰｼｪﾋﾞﾆｵﾝ;ｽ;サ;9000
209201;ｼﾙｸｽｸﾘｰﾝ;ｼ;サ;9200
209501;ｽﾘｯﾋﾟﾝｸﾞｽﾙｰ;ｽ;サ;9500
209601;ｱｷﾀｺﾏﾁ;ｱ;ア;9600
209602;ｴﾝｾﾞﾙｴｺｰ;ｴ;ア;9600
210001;ﾌｨｶﾞﾛ;ﾌ;ハ;10000
210003;ﾎﾟｯﾌﾟｽｺﾝｻｰﾄ;ﾎ;ハ;10000
210002;ﾌﾟﾚｼｬｽﾓｰﾒﾝﾄ;ﾌ;ハ;10000
210005;ﾗｽﾄﾁｬﾝｽ;ﾗ;ラ;10000
210004;ﾐﾙﾗｲﾝﾚｰﾄ;ﾐ;マ;10000
210101;ﾐﾙｷｰｷｬｯﾄ;ﾐ;マ;10100
210202;ﾚｰﾁｪﾙ;ﾚ;ラ;10200
210201;ﾌﾞﾗﾝﾁｷｬﾘｰｾｯﾄ;ﾌ;ハ;10200
210301;ｴｳﾞｧﾐﾙｸ;ｴ;ア;10300
210403;ｽｶｲﾀﾞｲｳﾞｨﾝｸﾞ;ｽ;サ;10400
210402;ｺﾗﾚｸﾀ;ｺ;カ;10400
210408;ﾘﾍﾞﾙﾄｺﾃﾞｨｰ;ﾘ;ラ;10400
210407;ﾒｰﾌﾟﾙｼﾛｯﾌﾟ;ﾒ;マ;10400
210404;ﾄﾞﾐﾉｽｷｬﾝﾀﾞﾙ;ﾄ;タ;10400
210401;ｺｰﾙﾐｰｸｲｰﾝ;ｺ;カ;10400
210406;ﾏｯｸｽﾌｧｸﾀｰ;ﾏ;マ;10400
210405;ﾌﾞﾗﾝﾄﾞﾀｲｱｯﾌﾟ;ﾌ;ハ;10400
210601;ｱｸﾛｯｼｭｸｰﾙ;ｱ;ア;10600
210802;ｸﾛｽﾜｰﾄﾞﾊﾟｽﾞﾙ;ｸ;カ;10800
210801;ｵﾚﾝｼﾞｽｸｲｰｽﾞ;ｵ;ア;10800
211002;ﾁｬｰﾑｸｫｰｸ;ﾁ;タ;11000
211003;ﾓｴｼｬﾝﾄﾞﾝ;ﾓ;マ;11000
211001;ｶｯﾃｨﾝｸﾞﾁｰｽﾞ;ｶ;カ;11000
211202;ﾈｵﾝｻｲﾝ;ﾈ;ナ;11200
211201;ｽﾋﾟｰﾁﾊﾞﾙｰﾝ;ｽ;サ;11200
211203;ﾐｱﾓｰﾚ;ﾐ;マ;11200
211401;ﾐﾚﾆｱﾑｸｲｰﾝ;ﾐ;マ;11400
211601;ｴﾐｰﾅﾐｰﾅ;ｴ;ア;11600
211605;ﾒﾙﾃｨﾝｸﾞﾎﾟｲﾝﾄ;ﾒ;マ;11600
211602;ﾈｸﾞﾘｼﾞｪﾝｽ;ﾈ;ナ;11600
211603;ﾌﾗｯｼｭｵﾌﾞﾗｲﾄ;ﾌ;ハ;11600
211604;ﾏﾚｾﾚﾆﾀﾃｨｽ;ﾏ;マ;11600
212001;ｶﾗｵｹｸｲｰﾝ;ｶ;カ;12000
212002;ｸﾛﾜｯｻﾝ;ｸ;カ;12000
212003;ﾛﾏﾝｾ;ﾛ;ラ;12000
212801;ｴﾊﾞﾚｯﾄﾁｬｰﾁ;ｴ;ア;12800
213001;ｽﾗｲﾄﾃﾞｨｼﾞｰ;ｽ;サ;13000
213003;ﾐｯﾄﾞﾅｲﾄｱｰﾙﾃｨ;ﾐ;マ;13000
213002;ｾﾌﾟﾃﾝﾊﾞｰﾚｲﾝ;ｾ;サ;13000
213201;ﾄｯﾌﾟｼｰｸﾚｯﾄ;ﾄ;タ;13200
213603;ﾐｽﾞﾀﾏ;ﾐ;マ;13600
213602;ﾊｰﾍﾞｽﾄﾌﾞﾗｳﾝ;ﾊ;ハ;13600
213601;ｽﾉｰﾓｰﾋﾞﾙ;ｽ;サ;13600
214001;ｷｭｰﾋﾞｯｸﾑｰﾝ;ｷ;カ;14000
214004;ﾚｻﾞｰﾄｯﾌﾟ;ﾚ;ラ;14000
214002;ﾌﾚﾝﾁﾏｽﾀｰﾄﾞ;ﾌ;ハ;14000
214003;ﾒﾃﾞｨﾀﾚｰﾆｱﾝ;ﾒ;マ;14000
214201;ｻﾌﾞﾘﾐﾅﾙﾑｰﾋﾞｰ;ｻ;サ;14200
214401;ﾌｧｰｽﾄﾚﾃﾞｨ;ﾌ;ハ;14400
214801;ﾄﾞｯﾍﾟﾙﾄﾞﾐﾅﾝﾄ;ﾄ;タ;14800
215001;ﾏｲﾙﾄﾞﾏｲﾝﾄﾞ;ﾏ;マ;15000
215201;ﾛｲﾔﾙｼｭﾌﾟｰﾙ;ﾛ;ラ;15200
215601;ﾋﾟｭｱﾓﾙﾄ;ﾋ;ハ;15600
216001;ﾌﾟﾗﾁﾅﾛｾﾞｶﾗｰ;ﾌ;ハ;16000
216002;ﾎﾜｲﾄﾉﾘﾋﾟｰ;ﾎ;ハ;16000
217002;ﾌﾟﾗｲﾍﾞｰﾄﾚｯｽﾝ;ﾌ;ハ;17000
217001;ﾌﾟﾁｶﾌﾟﾘｰｽ;ﾌ;ハ;17000
217601;ｴﾋﾟｭｷｭﾘｱﾝ;ｴ;ア;17600
219001;ｲﾝｿﾑﾆｱ;ｲ;ア;19000
220002;ﾕｱｳｪﾙｶﾑ;ﾕ;ヤ;20000
220001;ﾄｯﾌﾟﾓﾃﾞﾙ;ﾄ;タ;20000
220201;ｱｲﾘｯｼｭﾌﾞﾙｰ;ｱ;ア;20200
220202;ﾗｽﾄﾍﾟﾃﾞｨｸﾞﾘｰ;ﾗ;ラ;20200
220501;ｺｰｲﾇｰﾙ;ｺ;カ;20500
220502;ｽﾛｰﾊﾞﾗｰﾄﾞ;ｽ;サ;20500
221002;ﾊﾟﾘﾃｨﾋﾞｯﾄ;ﾊ;ハ;21000
221001;ｻﾖﾅﾗ;ｻ;サ;21000
